tweet	date
An umbrella. A bauhinia flower. A bleeding eye. They've become symbols of the Hong Kong protests -- and now, a number of demonstrators are getting them permanently inked onto their bodies. https://t.co/Yu4g4Oqb5M https://t.co/h7zpnj1Upe 	2019-08-21
Twitter recently took down a covert network of nearly 1,000 accounts it says are tied to the Chinese government. Many of the accounts attacked pro-Democracy demonstrators in Hong Kong, but at least one stood out: It was targeting America, not protesters. https://t.co/EPYLPYzMky 	2019-08-20
"To the rest of the world, and to many in America, the bravery of the people of Hong Kong comes with a message: Is this what you should be doing?" | @fridaghitis for @CNNopinion https://t.co/5NjhkLu5yZ 	2019-08-20
The Hong Kong protests send a message Americans can hear loud and clear | By Frida Ghitis for @CNNOpinion https://t.co/WqpqNvHymq https://t.co/2tmSsoVP8F 	2019-08-19
A covert state-backed social media campaign run from China has sought to undermine ongoing demonstrations in Hong Kong, according to information released by Twitter and Facebook https://t.co/VmbeNkT8A8 	2019-08-19
Organizers say 1.7 million took part in a mass demonstration in Hong Kong as protesters hit the streets for the 11th consecutive weekend https://t.co/vEtpm5PuR5 	2019-08-18
The organizers of today's Hong Kong protest estimate that 1.7 million people turned out for the demonstration. 	2019-08-18
As mass demonstrations in Hong Kong took place for an 11th consecutive weekend, young people, families and the elderly braved heavy rain under a sea of umbrellas, underscoring that the protest movement is far from over. 	2019-08-18
Hong Kong's current protest movement was sparked by a controversial extradition bill. 	2019-08-18
After tens of thousands of people gathered in Victoria Park on Sunday, central Hong Kong is occupied and closed to traffic once again as thousands march westward through the city's streets. Live updates: https://t.co/4mgFnj4qbA https://t.co/sqPyqYOwUw 	2019-08-18
The rain has started to pour in Hong Kong, but that hasn't put off the thousands of protesters huddling under umbrellas in Victoria Park. The park is so full, many are spilling out onto the surrounding streets: https://t.co/EhrgKYTXsG https://t.co/kXPoyAwbWx 	2019-08-18
Thousands of protesters are gathering in Hong Kong for the 11th consecutive weekend of mass demonstrations in the city. Follow live updates https://t.co/dpFZHyVMAU 	2019-08-18
"I support the Hong Kong police. You can all attack me now. What a shame for Hong Kong." 	2019-08-16
"I support the Hong Kong police. You can all attack me now. What a shame for Hong Kong." 	2019-08-16
Hong Kong officials have denied permits for a march organized this Sunday by the same group that coordinated massive marches earlier this summer. https://t.co/T03EWkSq9I 	2019-08-16
Here's how the protests in Hong Kong have evolved in recent weeks https://t.co/z2suM67mvd https://t.co/oMUdnSRD94 	2019-08-16
"I support the Hong Kong police. You can all attack me now. What a shame for Hong Kong." 	2019-08-16
Hong Kong's richest man has added his voice to a growing clamor from the city's business elite for calm as pro-democracy protests enter their 11th week. https://t.co/B8LZnIJ4g3 	2019-08-16
Liu Yifei, the actress starring in Disney's upcoming live-action "Mulan" remake, waded into the Hong Kong protest controversy by expressing support for the city's police, who anti-government demonstrators accuse of using excessive force to quell unrest. https://t.co/Nnow6HrtvA 	2019-08-16
Hong Kong's police have routinely used tear gas in their attempts to dispel pro-democracy protests that have roiled Hong Kong for weeks -- and it turns out the tear-inducing, throat-choking crowd control devices may have been made in the USA https://t.co/AhygJKAZJB 	2019-08-16
Here's how the protests in Hong Kong have evolved in recent weeks https://t.co/mOciu8JipN https://t.co/Fnz0423ZGR 	2019-08-16
"I support the Hong Kong police. You can all attack me now. What a shame for Hong Kong." 	2019-08-16
In recent years, the US government has authorized millions of dollars' worth of military and defense equipment exports to the government of Hong Kong, equipment that includes "toxicological agents" such as "tear gases and riot control agents" https://t.co/Ojv4rkpoAk 	2019-08-15
Tonight's business headlines: 	2019-08-15
Hong Kong is pumping billions of dollars into its economy in a bid to avert a recession as the city's political crisis disrupts business and slams financial markets. https://t.co/wEKooSm119 	2019-08-15
In a series of tweets, President Trump has suggested that he and Chinese President Xi Jinping hold a personal meeting to sort out the political crisis in Hong Kong and the escalating trade war between the US and China. https://t.co/1NicxMoB2A 	2019-08-15
The violence at the Hong Kong airport emphasizes a key problem in leaderless protests: When no one is in control, whoever shouts loudest tends to get their way. | Analysis by CNN's @jgriffiths https://t.co/3jdmN8ydMn 	2019-08-15
In a series of tweets, President Trump has suggested that he and Chinese President Xi Jinping hold a personal meeting to sort out the political crisis in Hong Kong and the escalating trade war between the US and China. https://t.co/M1a7S97lvm 	2019-08-15
As protests continue to sweep through Hong Kong, large numbers of China's paramilitary force are just miles away from Hong Kong's border with mainland China, according to a CNN team on the ground in Shenzhen https://t.co/9T8hidUmKg 	2019-08-14
It won't take much to push the UK, Mexico, Germany, Singapore, and Hong Kong over the edge. https://t.co/YhHwOAMID5 	2019-08-14
After the chaos at the Hong Kong airport last night, some protesters are saying they're sorry. But it's unclear how widespread these feelings are within the movement: https://t.co/P9ex8vlwBW https://t.co/vRHA8hT4L0 	2019-08-14
What would happen if China's military cracked down in Hong Kong? CNN's @Ben_Westcott explains: https://t.co/jBvErNqdqR 	2019-08-14
What started in Hong Kong as a movement against a controversial law has expanded into something much bigger. 	2019-08-14
Hong Kong's airport resumed operations again on Wednesday, just hours after thousands of anti-government protesters forcibly blockaded the main terminal https://t.co/n6iENbiE3X 	2019-08-14
Hong Kong is facing a major political crisis as it heads into a 10th week of mass demonstrations. What started as a movement against a controversial law has expanded into something much bigger. Here's what you need to know. https://t.co/PkY2ZoZw1w 	2019-08-13
President Trump addressed the escalating situation in Hong Kong, saying US intelligence indicates "the Chinese Government is moving troops to the Border," but security officials tell CNN that Beijing regularly maintains a force presence there https://t.co/m4Zrmmf1aw 	2019-08-13
Chinese officials have rejected a US request to have two US Navy ships make port visits to Hong Kong in the coming weeks https://t.co/7Ai9nZmX6A 	2019-08-13
Hong Kong's international airport — one of the busiest in Asia — had emerged as a key protest target before today's mass gathering, as anti-government demonstrators looked to take their message directly to the international community https://t.co/BqakMhjpgY 	2019-08-13
“Beijing has been encroaching on that one country, two systems formula that was promised in 1997 when Britain handed Hong Kong to China. So, it's really a feeling across society that this is where they determine their future,” says Daily Beast columnist Gordon Chang. https://t.co/kiUnpdJhhC 	2019-08-13
"Whatever happens next, we appear to have reached a point of no return. The Hong Kong government needs to offer concessions... But the central government ... has no history of caving to protesters," writes Michael Bociurkiw for @CNNOpinion https://t.co/cmIDVTsf37 	2019-08-13
"These are young people primarily, who feel that they're fighting for their future," says @willripleyCNN of protesters at the airport in Hong Kong. 	2019-08-13
Chaos unfolded at Hong Kong's airport when riot police clashed with protesters who flooded the airport to rally against a proposed law, which would have seen people extradited into mainland China's opaque justice system. 	2019-08-13
Here's what you need to know about the clashes at the Hong Kong airport: https://t.co/ImTve36ikB 	2019-08-13
Hong Kong's real estate billionaires are calling for an end to massive protests that have crippled local businesses and paralyzed the city's international airport. https://t.co/pMzFSeR19q 	2019-08-13
Hong Kong's airport has been thrown into chaos for the second day in a row, with all check-ins suspended and dozens of outgoing flights canceled. https://t.co/4jzVrjWW7b 	2019-08-13
“They’re calling for a revolution.” 	2019-08-13
Luxury brands Coach, Versace and Givenchy have apologized to Chinese consumers for T-shirts that seemingly referred to Hong Kong, Macau and Taiwan as independent from China https://t.co/ICU5r45FM0 https://t.co/ISMH64LJUD 	2019-08-13
Live updates: For the second day in a row, Hong Kong International Airport has taken the extraordinary step of canceling all outbound flights due to protesters. https://t.co/nF9Ae55urL 	2019-08-13
Luxury brands Coach, Versace and Givenchy have apologized to Chinese consumers for T-shirts that seemingly referred to Hong Kong, Macau and Taiwan as independent from China https://t.co/4WzpZ7Vdpf https://t.co/hYeAzDBNbt 	2019-08-13
Passengers in Hong Kong are still experiencing flight disruptions, as pro-democracy protests at the world's eighth biggest airport look set to enter their fifth day https://t.co/jMmyuFpilL 	2019-08-12
