tweet	date
Nearly 200 flights coming in and out of Hong Kong were canceled today, on the fourth and largest day of sit-ins by anti-government protesters at the city's international airport. 	2019-08-12
Almost 200 flights coming in and out of Hong Kong have been canceled after thousands of protesters occupied Hong Kong International Airport today. 	2019-08-12
A leading Chinese brand ambassador has quit Versace, in response to a t-shirt design which appeared to list Hong Kong and Macau as countries, rather than cities. https://t.co/26YBnHluRC 	2019-08-12
Around 180 flights leaving Hong Kong International Airport from now until the early hours of Tuesday morning have been canceled, according to the airport’s website, after thousands of demonstrators packed the airport. 	2019-08-12
This is the fourth day of massive protests at Hong Kong airport. 	2019-08-12
Thousands of protesters packed Hong Kong International Airport on Monday to express outrage over Sunday night's violent clashes between pro-democracy activists and riot police. https://t.co/MhyabzHntU 	2019-08-12
JUST IN: All flights departing Hong Kong have been canceled after thousands of demonstrators packed the airport on Monday. https://t.co/v27Be7ASrR 	2019-08-12
A leading Chinese brand ambassador has quit Versace, in response to a t-shirt design which appeared to list Hong Kong and Macau as countries, rather than cities. https://t.co/kYP7erhI5K 	2019-08-12
Protesters in Hong Kong are calling for a mass rally at the city's international airport on Monday, following another night of violent clashes between pro-democracy activists and riot police. https://t.co/izWnIbKsVJ 	2019-08-12
Hong Kong's civil unrest shows no sign of abating. On the streets, protesters and police face off every week with escalating violence -- and online, an equally bitter battle is being waged using misinformation to fuel fear and suspicion. https://t.co/L2dvsg3xKP 	2019-08-11
Hundreds of pro-democracy activists have begun what is intended to be a three-day occupation of Hong Kong's international airport https://t.co/IHke9msQRY https://t.co/wkT4H44SuN 	2019-08-09
The US State Department has accused China of behaving like a "thuggish regime" after the personal information of an American diplomat in Hong Kong, including the names of her children, was published by a pro-government newspaper. https://t.co/K1PBTWkH1L 	2019-08-09
Hundreds of pro-democracy activists have begun what is intended to be a three-day occupation of Hong Kong's international airport https://t.co/JSZeW1Ggn2 	2019-08-09
Hong Kong's protesters are using political art to spread their message, via hi-tech and traditional methods -- featuring memes, anime, Star Wars, multilingual wordplay, and jokes https://t.co/s3CTTnusf3 https://t.co/r5wtA8nNCj 	2019-08-09
The United States has become the latest country to issue a travel warning over Hong Kong's ongoing protests, which have at times turned violent and seen parts of the city brought to a standstill. https://t.co/DyArFex58n 	2019-08-08
As protests in Hong Kong continue, experts say Beijing is using new tactics to discredit anti-government protesters and bolster support for mainland China. https://t.co/ye3R7Dp6Y0 	2019-08-08
Hong Kong airline Cathay Pacific confirmed it is collecting images of passengers while they're on board, monitoring their usage of the in-flight entertainment system and how they spend time during the flight https://t.co/fhqr0lLS7O 	2019-08-06
Hong Kong airline Cathay Pacific confirmed it is collecting images of passengers while they're on board, monitoring their usage of the in-flight entertainment system and how they spend time during the flight https://t.co/F32ZX0AFXm 	2019-08-06
Hong Kong airline Cathay Pacific confirmed it is collecting images of passengers while they're on board, monitoring their usage of the in-flight entertainment system and how they spend time during the flight https://t.co/ph110eqp8w 	2019-08-05
Strikes in Hong Kong force Cathay Pacific to cancel more than 150 flights https://t.co/PsznjTNCBU https://t.co/rrUywbDA0A 	2019-08-05
The Hong Kong airport's airspace and runway capacity has effectively been reduced by 50% for all airlines, according to an internal memo sent to the staff of Cathay Pacific: https://t.co/qiRGVJYme6 https://t.co/ePxqzcXHHU 	2019-08-05
Protesters are blocking Hong Kong's bus and train system in attempts to spark a citywide traffic jam. 	2019-08-05
Here are the airlines with affected flights in Hong Kong, as of 11 a.m. on Monday morning: 	2019-08-04
Half of the flights arriving or leaving in Hong Kong have been canceled, on a major day of strikes and protests. 	2019-08-04
The protests in Hong Kong's Kowloon district have wrapped up on this ninth consecutive weekend of mass demonstrations. Here's a look at what happened today: https://t.co/Xcl6D8qyrj 	2019-08-03
The protests in Hong Kong's Kowloon district have wrapped up on this ninth consecutive weekend of mass demonstrations. Here's a look at what happened today: https://t.co/QCPmt2eaIV 	2019-08-03
Here's what you need to know about the protests happening in Hong Kong: https://t.co/pgZFM5ajkL 	2019-08-03
Protesters in Hong Kong who tried to charge forward with plastic shields on Nathan Road were quickly and easily pushed back by riot police, who fired a dozen rounds of tear gas 	2019-08-03
Hong Kong police have rapidly pushed protesters back with tear gas and a series of charges. Protesters have responded by throwing gas canisters back and shining lasers at the police. 	2019-08-03
If you're a tourist planning to visit Hong Kong, here's what you need to know about the city's mass protests https://t.co/TBnHtLayCF 	2019-08-03
Hong Kong protests: Seven men, aged between 24 and 31, and one 28-year-old woman were detained in Sha Tin district https://t.co/hbMgT5DbHn 	2019-08-03
If you're a tourist planning to visit Hong Kong, here's what you need to know about the city's mass protests https://t.co/topi2tZtTN 	2019-08-03
Two opposing protests are taking place in Hong Kong, in the city's ninth consecutive weekend of demonstrations. @MattRiversCNN is at a protest against a controversial extradition bill in Mong Kok, while @bencnn is at a pro-police protest in Victoria Park: https://t.co/cUcaO47OXd https://t.co/N6ZVZK8SPm 	2019-08-03
Hong Kong is bracing for a ninth consecutive weekend of mass demonstrations over a controversial extradition bill. Protesters are calling for increased democracy and universal suffrage. https://t.co/CBCypbhbtq 	2019-08-03
The commander of the Chinese military garrison in Hong Kong has addressed the city's ongoing protest movement for the first time, warning that violence by pro-democracy groups "should not be tolerated." https://t.co/SdcuZ7cjQw 	2019-08-01
Hong kong protesters as young as 16-years-old face 10 years in jail for rioting charges https://t.co/nkcDYRHSYk 	2019-07-31
Hong Kong's protests are starting to hurt its business https://t.co/onKfwaHAK2 https://t.co/NOdPlJN52d 	2019-07-29
The Chinese government has accused pro-democracy protesters in Hong Kong of committing "evil and criminal acts" https://t.co/O2BW0ivrGR 	2019-07-29
“What we are seeing is a drawn-out process of Hong Kong — not entirely willingly — cleaving its history, fate and national character to the mainland after a century and a half apart”: 	2019-07-28
Riot police fire tear gas at Hong Kong protesters for second consecutive day https://t.co/8oBrGpO1Hp 	2019-07-28
Riot police fired tear gas at protesters Saturday in the small town of Yuen Long, near Hong Kong's border with China, after tens of thousands took to the city's streets for the eighth consecutive weekend https://t.co/yDfA8xm9ym 	2019-07-27
Thousands marched in the Hong Kong town of Yuen Long to protest a mob attack in a subway station that left 45 people injured last weekend. 	2019-07-27
WATCH: The moment Hong Kong police stormed Yuen Long subway 	2019-07-27
Hong Kong police use tear gas to disperse tens of thousands of people protesting in the northern Hong Kong town of Yuen Long, close to the Chinese border. https://t.co/R1Nt6dZHtN 	2019-07-27
Why Hong Kong's young protesters feel they're running out of time in fight for democracy | Analysis by @jgriffiths https://t.co/iuF9I9BroX https://t.co/7urGYcFPsN 	2019-07-25
A pro-Beijing lawmaker in Hong Kong, who has become a figure of hate among pro-democracy circles, has issued a direct threat to his opponents after vandals attacked his office and the graves of his parents. https://t.co/53xudRUwCY 	2019-07-24
Thugs for hire? Six men have been arrested in Hong Kong in connection with a seemingly unprovoked and indiscriminate mob attack that injured 45 people at a metro station  https://t.co/FIXizIjcT6 	2019-07-23
5 things for Monday: 	2019-07-22
Hong Kong descended into scenes of chaos Sunday night, after riot police fired tear gas and rubber bullets at protesters, and a mob armed with batons attacked people in a metro station. 	2019-07-22
Hong Kong is teetering on the edge as protests take a darker turn | Analysis by @jgriffiths https://t.co/TX0hTqDO79 https://t.co/JqrPzTvQDV 	2019-07-22
Thousands of protesters in Hong Kong have taken to the streets for the seventh consecutive weekend, amid an ongoing political crisis over a now-suspended extradition bill https://t.co/VCvWFHhj7J https://t.co/jJB23gdHAg 	2019-07-21
5 things for Tuesday: 	2019-07-09
Hong Kong leader Carrie Lam says a controversial extradition bill, which has spurred weeks of protests, "is dead" -- but stopped short of a formal withdrawal https://t.co/9I5st5Vhs4 	2019-07-09
Hong Kong leader Carrie Lam says a controversial extradition bill, which has spurred weeks of protests, "is dead" -- but stopped short of a formal withdrawal https://t.co/8c7guIXheP 	2019-07-09
Chinese diplomats repeatedly interrupted a Hong Kong pop star and activist as she accused Beijing of "preventing our democracy at all costs" in a speech to the United Nations https://t.co/1cH86OSDf2 	2019-07-09
Hong Kong leader Carrie Lam says a controversial extradition bill, which has spurred weeks of protests, "is dead" -- but stopped short of a formal withdrawal https://t.co/dr2Tdu1IMj 	2019-07-08
Chinese diplomats repeatedly interrupted a Hong Kong pop star and activist as she accused Beijing of "preventing our democracy at all costs" in a speech to the United Nations https://t.co/AoGhOTaNoE 	2019-07-08
Tens of thousands of people marched through the Kowloon side of Hong Kong on Sunday, in the latest of a long series of protests against a proposed law that would allow extradition to China https://t.co/WJN5Vl172k 	2019-07-08
"This kind of severe illegal action damages Hong Kong's rule of law, social order and hurts Hong Kong's fundamental interests" https://t.co/pt3hXpSQYE 	2019-07-02
During the 2014 Umbrella Movement, Hong Kong protesters were lauded worldwide for being peaceful and respectful. 	2019-07-02
A senior Hong Kong official has described the city's legislative council as a "big crime scene," just hours after hundreds of masked, mainly young protesters stormed the building, leaving a trail of destruction in their wake https://t.co/BvFIoa19FN https://t.co/61Id9mKj3c 	2019-07-02
During the 2014 Umbrella Movement, Hong Kong protesters were lauded worldwide for being peaceful and respectful. 	2019-07-02
"I can see a massive amount of tear gas being fired." CNN's Nic Robertson, Anna Coren and Matt Rivers report from Hong Kong as protesters flee police. Live updates: https://t.co/8rpHCMNBYW https://t.co/tg1LOmnPQN 	2019-07-01
The main streets of Hong Kong have been shut down for a planned pro-democracy march, marking the anniversary of the former colony's handover from Britain to China. 	2019-07-01
The sun is setting in Hong Kong, but pro-democracy protests are still going strong: 	2019-07-01
"There must be at least 10,000 people here and I don't see one police officer anywhere." 	2019-07-01
"We are literally at the frontline of this protest." 	2019-07-01
Riot police are gathered near Hong Kong's Legislative Council building, as protesters try to storm the building ahead of a planned demonstration on Monday. 	2019-07-01
.@NicRobertsonCNN is at Hong Kong's Legislative Council building, where protesters are trying to break in using a metal cart as a battering ram. 	2019-07-01
Protesters have shattered a door leading to Hong Kong's Legislative Council, the center of the city's government. 	2019-07-01
Riot police are firing pepper spray at protesters who are attempting to break into the Hong Kong Legislative Council building, the center of the city's government https://t.co/6leFhsPSQU https://t.co/4RMYOZ8C9i 	2019-07-01
Protesters in Hong Kong are trying to break into a government building, using a metal cart as a battering ram. 	2019-07-01
Thousands of people also took part in a pro-government protest on Sunday. They gathered in Hong Kong's Tamar Park, where they waved Chinese flags and shouted slogans expressing support for Hong Kong police https://t.co/bB84gMP6CQ https://t.co/8iBwQga2Xl 	2019-06-30
Today's Hong Kong protests come after a month of mass demonstrations over a controversial extradition bill. On some occasions, protesters have brought the city center to a standstill https://t.co/uMDULIuzoT 	2019-06-30
Since Britain handed sovereignty over Hong Kong to China on July 1, 1997, the date been marked by pro-democracy marches, with protesters in recent years expressing fears that China is encroaching on Hong Kong's protected autonomy. https://t.co/Of0cTC1c32 	2019-06-30
Large protests are expected in Hong Kong to mark the anniversary of its handover from Britain to China. 	2019-06-30
Nike has stopped selling some products in China after a fashion designer's support for protests in Hong Kong sparked a social media backlash. https://t.co/6aoOtZskMc 	2019-06-27
"We have withdrawn from China a small number of products that were designed by a collaborator." 	2019-06-27
A top Chinese Foreign Ministry official said Beijing would "not allow" the Hong Kong protests to be brought up at the G20 meeting in Osaka https://t.co/FchtBW1SIQ 	2019-06-24
CNN's @FareedZakaria: The massive protests in Hong Kong serve as a reminder that China's political system faces real pressure. https://t.co/LCaX690MTK https://t.co/6wLWOk9mMI 	2019-06-23
Hong Kong's leader Carrie Lam has issued a rare public apology in the wake of repeated record-breaking protests. But she hasn't completely withdrawn her controversial extradition bill with China -- a key demand of Sunday's protests: https://t.co/tV4qFYElu4 https://t.co/wyEL62YskV 	2019-06-18
"The people of Hong Kong have secured a remarkable victory, but they have far more cause to worry than to celebrate. A cloud of anxiety hangs over Hong Kong's future," writes @FridaGhitis for @CNNOpinion https://t.co/id4GLIBfOt 	2019-06-17
One of Hong Kong's pro-democracy icons, Joshua Wong, has been released from prison, a day after organizers said 2 million people took to the streets to march against an extradition bill with China. https://t.co/A2mwip508N 	2019-06-17
“People power has won for the time being” 	2019-06-17
Hong Kong's nascent protest movement has been revived at the worst possible time for Beijing, amid the US trade war and just months before the 70th anniversary of the founding of the People's Republic of China | Analysis by @Ben_Westcott  https://t.co/4NDHPch0d6 	2019-06-17
When Carrie Lam became Hong Kong's Chief Executive in 2017, she promised to unite the city of seven million and "re-ignite hope for the next generation." 	2019-06-17
One of Hong Kong's pro-democracy icons, Joshua Wong, has been released from prison, the day after organizers said 2 million people took to the streets to march against an extradition bill with China. https://t.co/0mMy6eJKyU 	2019-06-17
“Do You Hear The People Sing?,” from musical Les Misérables and the anthem of Hong Kong protests in 2014, resurfaced in Sunday's demonstrations over the controversial China extradition bill: https://t.co/SloLJ355Yv https://t.co/fHXTaJhcwR 	2019-06-16
Massive demonstrations clogged Hong Kong's streets on Sunday as protesters urged the government to permanently scrap a controversial bill that would allow extradition to mainland China https://t.co/V86JopfAe3 https://t.co/tyI1vFn4o1 	2019-06-16
Nearly 2 million people took to the streets in Hong Kong, protest organizers say, continuing to pressure the government despite a move by the city's leader to suspend a controversial extradition bill https://t.co/qdmfwX0yue 	2019-06-16
Protesters are back on the streets of Hong Kong, as campaigners look to keep pressure on the government after a controversial extradition bill was suspended yesterday https://t.co/3DpQtL265y 	2019-06-16
After Hong Kong’s leader announced the suspension of a controversial extradition bill that spurred mass protests, what’s next? | Analysis by James Griffiths https://t.co/VmeAD4R65V https://t.co/rp4WbbqUrF 	2019-06-15
In a major victory for Hong Kong protesters, Chief Executive Carrie Lam has suspended a controversial extradition bill that provoked unrest and mass demonstrations https://t.co/8jV9zBroCL 	2019-06-15
Hong Kong has a long and storied history of political protest, beginning in its days as a British colony, and continuing past its handover to Beijing in 1997, right up to the anti-extradition bill protests of the past week https://t.co/h53vkR2CaO 	2019-06-15
Hong Kong's leader is expected to make an announcement on the future of a controversial China extradition bill, in an apparent bid to quell further unrest and mass demonstrations https://t.co/6uCwCDFTiB 	2019-06-15
Encrypted messaging platform Telegram said it experienced a "powerful" cyberattack on Wednesday during massive protests in Hong Kong. https://t.co/IE21MNcNTA 	2019-06-14
Hong Kong is preparing for another weekend of protests over a controversial China extradition bill -- just days after police tactics during violent demonstrations drew international condemnation. https://t.co/wF7ry4SqUz 	2019-06-14
Encrypted messaging platform Telegram said it experienced a "powerful" cyberattack on Wednesday during massive protests in Hong Kong. https://t.co/Aclbz9MvxL 	2019-06-13
Encrypted messaging platform Telegram said it experienced a "powerful" cyberattack on Wednesday during massive protests in Hong Kong. https://t.co/rsqy5ie3Hm 	2019-06-13
This week's violent protests in Hong Kong against a controversial extradition bill couldn't come at a worse time for China's stability-obsessed Communist Party and its leader, President Xi Jinping | Analysis by @Ben_Westcott and @StevenCNN https://t.co/n5rNWGpZ0e 	2019-06-13
Protests in Hong Kong escalated on Wednesday -- with comparisons made to the 2014 Umbrella Movement demonstrations https://t.co/OFuZUtbyXl https://t.co/06yGCLJYnA 	2019-06-13
"I understand the reason for the demonstration but I'm sure they'll be able to work it out. I hope they'll be able to work it out with China," President Trump said, as Hong Kong demonstrators protest changes to an extradition bill https://t.co/XU8rUhcUGM 	2019-06-12
Protests in Hong Kong have now turned violent. 	2019-06-12
Protesters use umbrellas to fend off high-pressured water hoses as protests escalate in Hong Kong https://t.co/hrFjfLCIg3 https://t.co/tEkhoqtpdR 	2019-06-12
"The police are pretty heavily armed...  they have got riot gear... guns that can fire off tear gas canisters and pepper spray as well." 	2019-06-12
Riot police are shown gearing up to face the vast numbers of protesters in Hong Kong. 	2019-06-12
Hong Kong police fire tear gas into crowds of protesters. They have also confirmed using batons, pepper spray and rubber bullets to disperse demonstrators. Live updates: https://t.co/a2xg48Ok1C https://t.co/yD3mTkrnOV 	2019-06-12
Hong Kong police have used water cannons and fired tear gas at protesters demonstrating against a controversial extradition bill. Live updates: https://t.co/gzmI80Itt7 https://t.co/lZnnoS0aCC 	2019-06-12
Even porn sites are calling Hong Kongers out to the streets to protest against a controversial extradition bill https://t.co/tmnaAjnPcG 	2019-06-12
More people are continuing to join massive protests in Hong Kong that have brought the city to a standstill. 	2019-06-12
The Hong Kong government has postponed a second reading and debate of a controversial extradition bill. 	2019-06-11
Tens of thousands of demonstrators are blocking roads around Hong Kong's legislative council building, protesting against a controversial bill that would allow China to extradite fugitives from the city. Live updates: https://t.co/hrFjfLl6Rt https://t.co/EWEDc80gGL 	2019-06-11
Why Hong Kong protesters are outraged by the extradition bill | By Alvin Y.H. Cheung for @CNNOpinion https://t.co/KTpgijlLP6 https://t.co/VjB56QIbav 	2019-06-11
Does the extradition law really spell the death of Hong Kong? Some businesses say yes | Analysis by @jgriffiths https://t.co/b2ufYLMwP1 https://t.co/t2HDGuZ2FZ 	2019-06-11
More than 1 million protesters marched in Hong Kong, organizers said, to protest a bill that would allow China to extradite fugitives. 	2019-06-10
Hong Kong's protest movement was on life support. Then the government revived it | Analysis by @jgriffiths https://t.co/53bvd6zHAI https://t.co/jIiAchlCBH 	2019-06-10
More than a million people demonstrated against a controversial bill that would allow China to extradite fugitives from Hong Kong, according to protest organizers https://t.co/1BzYPsxURh 	2019-06-09
Thousands have taken to the streets of Hong Kong to oppose a controversial bill that would enable China to extradite fugitives from the city. https://t.co/GyWGeU6wXZ https://t.co/y4ixAu5Gko 	2019-06-09
Today marks 30 years since the Tiananmen Square massacre. 	2019-06-04
Two Hong Kong residents wanted for rioting have been granted refugee status in Germany, in a major blow to the city's international reputation as fears grow of shrinking political freedoms in the semi-autonomous Chinese zone https://t.co/HHKDsSbYyv 	2019-05-23
Protesters in Hong Kong have staged their biggest demonstration since the 2014 Occupy protests, against a proposed law they say will make it easier for officials to extradite people to mainland China https://t.co/XRSPBn2WX5 	2019-04-29
A Hong Kong court has found three prominent activists guilty for leading mass pro-democracy protests that brought parts of the city to a standstill in 2014 https://t.co/lgn7grYMtU 	2019-04-09
A 12-year-old girl has been caught in the Chinese city of Shenzen while trying to smuggle dozens of blood samples from pregnant women into neighboring Hong Kong, apparently for sex testing https://t.co/EkzYC9dQkk 	2019-03-29
A 12-year-old girl has been caught in the Chinese city of Shenzen while trying to smuggle dozens of blood samples from pregnant women into neighboring Hong Kong, apparently for sex testing https://t.co/fDvkDY3Tfa 	2019-03-29
This 37-meter-long, 40-ton sculpture by US artist KAWS will float in Hong Kong's Victoria Harbour until the end of March -- but putting it together was much more complicated than you might think: https://t.co/YzNne3qKF8 https://t.co/dnwdQN0TKx 	2019-03-27
This 37-meter-long, 40-ton sculpture by US artist KAWS will float in Hong Kong's Victoria Harbour until the end of March -- but putting it together was much more complicated than you might think: https://t.co/YzNne3qKF8 https://t.co/mEz21Ghngx 	2019-03-26
A disgraced former Hong Kong politician was sentenced to three years in prison by a US federal court in New York for his role in a multimillion-dollar scheme to bribe African leaders through contacts made at the United Nations https://t.co/pwpUY4Dx53 	2019-03-26
This 37-meter-long, 40-ton sculpture by US artist KAWS will float in Hong Kong's Victoria Harbour until the end of March -- but putting it together was much more complicated than you might think: https://t.co/YzNne399NA https://t.co/66zjHbqNSF 	2019-03-25
Canadian authorities have granted asylum to a woman and her daughter who housed Edward Snowden in Hong Kong after the former NSA contractor leaked classified documents on US surveillance programs around the world in 2013 https://t.co/kFZdoRql4m https://t.co/uqusbWgwxY 	2019-03-25
This 37-meter-long, 40-ton sculpture by US artist KAWS will float in Hong Kong's Victoria Harbour until the end of March -- but putting it together was much more complicated than you might think: https://t.co/YzNne399NA https://t.co/ViWdc1tkmt 	2019-03-25
This 37-meter-long, 40-ton sculpture by US artist KAWS will float in Hong Kong's Victoria Harbour until the end of March -- but putting it together was much more complicated than you might think: https://t.co/YzNne3qKF8 https://t.co/0feq7KmRBW 	2019-03-25
Hong Kong plans to build one of the world's largest artificial islands, at a cost of around $80 billion https://t.co/sKXId5a4jR 	2019-03-20
She slept in a cupboard, worked 80-hour weeks, and was fired for having cancer. 	2019-03-08
She slept in a cupboard, worked 80-hour weeks, and was sacked for having cancer. 	2019-03-07
This woman was fired from her job as a domestic worker in Hong Kong while on sick leave. 	2019-03-07
Two sisters who fled Saudi Arabia have been granted an extension to stay in Hong Kong for one more month while they seek an emergency visa in a safe country https://t.co/coH5ebXbuE https://t.co/NMiSxD6AjH 	2019-03-07
Two sisters who fled Saudi Arabia have been granted an extension to stay in Hong Kong for one more month while they seek an emergency visa in a safe country https://t.co/8QFBzwK2oB https://t.co/Q83UCLgLfs 	2019-03-06
The sisters' right to stay in Hong Kong expired on Thursday, months after Saudi officials allegedly attempted to kidnap them at Hong Kong airport by trying to convince them to get on a flight home under false pretenses https://t.co/p2lvNAwZy3 	2019-03-01
Two women who fled Saudi Arabia for Australia, only to become trapped in transit in Hong Kong, are seeking a last minute visa extension from the city's authorities as they try and secure a more permanent refuge https://t.co/05xGzOboN4 https://t.co/hGPThw1zLS 	2019-03-01
These two sisters from Saudi Arabia risked everything to flee oppression. They accuse Saudi officials of trying to kidnap them in Hong Kong airport -- and now they're stranded, afraid they will be forced to return to a country where they have few rights: https://t.co/E4tuLzgrNP https://t.co/rvxif5TIVG 	2019-02-21
Hong Kong intends to jail vaping offenders. But will it make people quit? https://t.co/qQLRlQfSJO https://t.co/ALRzVS7JpI 	2019-02-19
Hong Kong intends to jail vaping offenders. But will it make people quit? https://t.co/KMCJUbR9Qe https://t.co/cD2Pyv7932 	2019-02-19
Hong Kong intends to jail vaping offenders. But will it make people quit? https://t.co/GxjSMdRlJT https://t.co/gZYdXQIifN 	2019-02-19
The Hong Kong government is pushing ahead with a controversial blanket ban on all e-cigarettes https://t.co/VUM9SGLVTz 	2019-02-19
Hong Kong intends to jail vaping offenders. But will it make people quit?https://t.co/2ICEo7hlnB https://t.co/8sYAIxcPD8 	2019-02-18
Hong Kong intends to jail vaping offenders. But will it make people quit?https://t.co/JJE2irKIIY https://t.co/2ZsYlt3pDc 	2019-02-18
Wild boars have recently run amok in Hong Kong's financial district, roamed among airplanes at the airport, and wreaked havoc in a shopping mall. Here's why: https://t.co/qlnFcxraNd https://t.co/sILaJ1aPat 	2019-02-11
Will the Year of the Pig bring you luck? Here's a look forward from one of the most sought-after Feng Shui masters in Hong Kong https://t.co/wtja7nfq5N https://t.co/znCShVxe8L 	2019-02-04
Hong Kong authorities seized $8 million worth of ivory tusks and pangolin scales -- one of the city's biggest ever endangered species busts https://t.co/uNEnahiPHQ https://t.co/Ds3okGmO6M 	2019-02-01
Sonjay Dutt, who spent 14 hours on a United Airlines plane when his flight to Hong Kong was diverted to Newfoundland due to a medical emergency, joins Full Circle to discuss “the worst travel disaster” he says he’s been a part of. Tune in on Facebook Watch https://t.co/PaJhRYYrm4 https://t.co/1rHQCZsn85 	2019-01-21
Sonjay Dutt spent 14 hours trapped on a United Airlines plane in frigid weather when his flight to Hong Kong was diverted to Newfoundland due to a medical emergency. He'll discuss “the worst travel disaster” he says he’s been a part of. Join us 6:25p ET. https://t.co/NnfHIXD8b9 https://t.co/KWQ2DIAPA5 	2019-01-21
They landed for a medical emergency. Then, a mechanical issue happened. Passengers on a United flight from New Jersey to Hong Kong stayed on the plane in frigid temps all night with a dwindling food supply 	2019-01-21
They landed for a medical emergency. Then, a mechanical issue happened. Passengers on a United flight from New Jersey to Hong Kong stayed on the plane in frigid temps all night with a dwindling food supply 	2019-01-20
They landed for a medical emergency. Then, a mechanical issue happened. Passengers on a United flight from New Jersey to Hong Kong stayed on the plane in frigid temps all night with a dwindling food supply 	2019-01-20
Passengers aboard a United Airlines flight from Newark, New Jersey, to Hong Kong were left stuck on a runway in Canada for more than 14 hours in frigid weather with a dwindling supply of food 	2019-01-20
Passengers aboard a United Airlines flight from Newark, New Jersey, to Hong Kong were left stuck on a runway in Canada for more than 14 hours in frigid weather with a dwindling supply of food 	2019-01-20
As Hong Kong tightens screws on rebellion, democracy moves further out of reach https://t.co/5mKcD7JQoz https://t.co/cmIB0pK7wH 	2019-01-02
As Hong Kong tightens screws on rebellion, democracy moves further out of reach https://t.co/V05eyxtGVD 	2019-01-02
As Hong Kong tightens screws on rebellion, democracy moves further out of reach https://t.co/BPSLRKHrlV 	2019-01-01
From Sydney to Hong Kong to Pyongyang, North Korea, see people around the world ring in 2019 https://t.co/4h3wc1sIeA https://t.co/7JsYrCLL8V 	2019-01-01
From Sydney to Hong Kong to Pyongyang, North Korea, see people around the world ring in 2019 https://t.co/2c3tGRkNBi https://t.co/DtB4TI8kN9 	2019-01-01
From Sydney to Hong Kong to Pyongyang, North Korea, see people around the world ring in 2019 https://t.co/2c3tGRkNBi https://t.co/ShyLJA9mYx 	2019-01-01
From Sydney to Hong Kong to Pyongyang, North Korea, see people around the world ring in 2019 https://t.co/Ij9eQ1FdeB https://t.co/i4BixZ8Qg8 	2019-01-01
It’s already 2019 in New Zealand, Australia, Hong Kong, and North and South Korea. Here’s how people are celebrating all around the world. https://t.co/t6A8zktbLR https://t.co/bKFEhZ1Uc0 	2018-12-31
Hello 2019 from Hong Kong https://t.co/ZC2fNQXd7K https://t.co/cbAt1MTm0i 	2018-12-31
Hong Kong is the only place in the world where critically endangered golden coin turtles are known to survive in the wild. But poaching has left them under threat https://t.co/n0fvxIe36z 	2018-12-29
Hong Kong is the only place in the world where critically endangered golden coin turtles are known to survive in the wild. But poaching has left them under threat https://t.co/K9GmYpiYNG 	2018-12-28
This special tour offers travelers a chance to see the massive container ships that bring much of the bling and baubles, fashions and food, computers and cameras into Hong Kong via its container port, the sixth-busiest in the world. https://t.co/DE2LGIXSSl https://t.co/hDTIJWhrmQ 	2018-12-28
Hong Kong is the only place in the world where critically endangered golden coin turtles are known to survive in the wild. But poaching has left them under threat https://t.co/O4BnbcAZ5A 	2018-12-28
The truth behind the mysterious holes in Hong Kong's high-rises https://t.co/W4WL2yLp2K https://t.co/rUA32ZBiV0 	2018-12-25
The truth behind the mysterious holes in Hong Kong's high-rises https://t.co/YQ2bhfLerc https://t.co/JM7us03jGf 	2018-12-25
The truth behind the mysterious holes in Hong Kong's high-rises https://t.co/nSwV3p55YQ https://t.co/lPBpEywwri 	2018-12-24
This special tour offers travelers a chance to see the massive container ships that bring much of the bling and baubles, fashions and food, computers and cameras into Hong Kong via its container port, the sixth-busiest in the world. https://t.co/DE2LGIGi0N https://t.co/tuTBF1RPMQ 	2018-12-16
This special tour offers travelers a chance to see the massive container ships that bring much of the bling and baubles, fashions and food, computers and cameras into Hong Kong via its container port, the sixth-busiest in the world. https://t.co/DE2LGIXSSl https://t.co/mHCSZgGs00 	2018-12-15
This special tour offers travelers a chance to see the massive container ships that bring much of the bling and baubles, fashions and food, computers and cameras into Hong Kong via its container port, the sixth-busiest in the world. https://t.co/DE2LGIXSSl https://t.co/EcOfkCgYtF 	2018-12-14
This special tour offers travelers a chance to see the massive container ships that bring much of the bling and baubles, fashions and food, computers and cameras into Hong Kong via its container port, the sixth-busiest in the world. https://t.co/DE2LGIXSSl https://t.co/EZBcvimqeG 	2018-12-13
This special tour offers travelers a chance to see the massive container ships that bring much of the bling and baubles, fashions and food, computers and cameras into Hong Kong via its container port, the sixth-busiest in the world. https://t.co/DE2LGIGi0N https://t.co/kyfyxLPjJC 	2018-12-12
This special tour offers travelers a chance to see the massive container ships that bring much of the bling and baubles, fashions and food, computers and cameras into Hong Kong via its container port, the sixth-busiest in the world. https://t.co/DE2LGIGi0N https://t.co/oeokAtdoC4 	2018-12-12
This special tour offers travelers a chance to see the massive container ships that bring much of the bling and baubles, fashions and food, computers and cameras into Hong Kong via its container port, the sixth-busiest in the world. https://t.co/DE2LGIGi0N https://t.co/D4FxhUMSnm 	2018-12-12
This special tour offers travelers a chance to see the massive container ships that bring much of the bling and baubles, fashions and food, computers and cameras into Hong Kong via its container port, the sixth-busiest in the world. https://t.co/DE2LGIGi0N https://t.co/7GNjf1N3JQ 	2018-12-11
Step inside the hidden sanctuaries of quiet in sleepless, busy Hong Kong https://t.co/h9V65GwBHK https://t.co/EdZkSM2QHd 	2018-12-07
